Mod:Item:MetaData, Localized Name
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:5, Redstone Card (Tier 2)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
ae2stuff:encoder, Pattern Encoder
ae2stuff:grower, Crystal Growth Chamber
ae2stuff:inscriber, Advanced Inscriber
ae2stuff:wireless, Wireless Connector
ae2stuff:wireless_kit, Wireless Setup Kit
ae2stuff:visualiser, Network Visualisation Tool
carryon:tile_item, item.tile_item.name
carryon:entity_item, item.entity_item.name
casinocraft:cardtable_base_white, White Card Table
casinocraft:cardtable_base_orange, Orange Card Table
casinocraft:cardtable_base_magenta, Magenta Card Table
casinocraft:cardtable_base_lightblue, Light Blue Card Table
casinocraft:cardtable_base_yellow, Yellow Card Table
casinocraft:cardtable_base_lime, Lime Card Table
casinocraft:cardtable_base_pink, Pink Card Table
casinocraft:cardtable_base_gray, Gray Card Table
casinocraft:cardtable_base_silver, Light Gray Card Table
casinocraft:cardtable_base_cyan, Cyan Card Table
casinocraft:cardtable_base_purple, Purple Card Table
casinocraft:cardtable_base_blue, Blue Card Table
casinocraft:cardtable_base_brown, Brown Card Table
casinocraft:cardtable_base_green, Green Card Table
casinocraft:cardtable_base_red, Red Card Table
casinocraft:cardtable_base_black, Black Card Table
casinocraft:cardtable_wide_white, White Double Card Table
casinocraft:cardtable_wide_orange, Orange Double Card Table
casinocraft:cardtable_wide_magenta, Magenta Double Card Table
casinocraft:cardtable_wide_lightblue, Light Blue Double Card Table
casinocraft:cardtable_wide_yellow, Yellow Double Card Table
casinocraft:cardtable_wide_lime, Lime Double Card Table
casinocraft:cardtable_wide_pink, Pink Double Card Table
casinocraft:cardtable_wide_gray, Gray Double Card Table
casinocraft:cardtable_wide_silver, Light Gray Double Card Table
casinocraft:cardtable_wide_cyan, Cyan Double Card Table
casinocraft:cardtable_wide_purple, Purple Double Card Table
casinocraft:cardtable_wide_blue, Blue Double Card Table
casinocraft:cardtable_wide_brown, Brown Double Card Table
casinocraft:cardtable_wide_green, Green Double Card Table
casinocraft:cardtable_wide_red, Red Double Card Table
casinocraft:cardtable_wide_black, Black Double Card Table
casinocraft:arcade_base_white, White Arcade Machine
casinocraft:arcade_base_orange, Orange Arcade Machine
casinocraft:arcade_base_magenta, Magenta Arcade Machine
casinocraft:arcade_base_lightblue, Ligh Blue Arcade Machine
casinocraft:arcade_base_yellow, Yellow Arcade Machine
casinocraft:arcade_base_lime, Lime Arcade Machine
casinocraft:arcade_base_pink, Pink Arcade Machine
casinocraft:arcade_base_gray, Gray Arcade Machine
casinocraft:arcade_base_silver, Light Gray Arcade Machine
casinocraft:arcade_base_cyan, Cyan Arcade Machine
casinocraft:arcade_base_purple, Purple Arcade Machine
casinocraft:arcade_base_blue, Blue Arcade Machine
casinocraft:arcade_base_brown, Brown Arcade Machine
casinocraft:arcade_base_green, Green Arcade Machine
casinocraft:arcade_base_red, Red Arcade Machine
casinocraft:arcade_base_black, Black Arcade Machine
casinocraft:arcade_slot_white, White Slot Machine
casinocraft:arcade_slot_orange, Orange Slot Machine
casinocraft:arcade_slot_magenta, Magenta Slot Machine
casinocraft:arcade_slot_lightblue, Light Blue Slot Machine
casinocraft:arcade_slot_yellow, Yellow Slot Machine
casinocraft:arcade_slot_lime, Lime Slot Machine
casinocraft:arcade_slot_pink, Pink Slot Machine
casinocraft:arcade_slot_gray, Gray Slot Machine
casinocraft:arcade_slot_silver, Light Gray Slot Machine
casinocraft:arcade_slot_cyan, Cyan Slot Machine
casinocraft:arcade_slot_purple, Purple Slot Machine
casinocraft:arcade_slot_blue, Blue Slot Machine
casinocraft:arcade_slot_brown, Brown Slot Machine
casinocraft:arcade_slot_green, Green Slot Machine
casinocraft:arcade_slot_red, Red Slot Machine
casinocraft:arcade_slot_black, Black Slot Machine
casinocraft:dice_basic_white, White Dice
casinocraft:dice_basic_orange, Orange Dice
casinocraft:dice_basic_magenta, Magenta Dice
casinocraft:dice_basic_lightblue, Light Blue Dice
casinocraft:dice_basic_yellow, Yellow Dice
casinocraft:dice_basic_lime, Lime Dice
casinocraft:dice_basic_pink, Pink Dice
casinocraft:dice_basic_gray, Gray Dice
casinocraft:dice_basic_silver, Light Gray Dice
casinocraft:dice_basic_cyan, Cyan Dice
casinocraft:dice_basic_purple, Purple Dice
casinocraft:dice_basic_blue, Blue Dice
casinocraft:dice_basic_brown, Brown Dice
casinocraft:dice_basic_green, Green Dice
casinocraft:dice_basic_red, Red Dice
casinocraft:dice_basic_black, Black Dice
casinocraft:module_mino_white, White Mino (Sudoku)
casinocraft:module_mino_orange, Orange Mino (Craps)
casinocraft:module_mino_magenta, Magenta Mino
casinocraft:module_mino_lightblue, Light Blue Mino
casinocraft:module_mino_yellow, Yellow Mino (SicBo)
casinocraft:module_mino_lime, Lime Mino (Simon)
casinocraft:module_mino_pink, Pink Mino (FanTan)
casinocraft:module_mino_gray, Gray Mino
casinocraft:module_mino_silver, Light Gray Mino (Minesweeper)
casinocraft:module_mino_cyan, Cyan Mino (Halma)
casinocraft:module_mino_purple, Purple Mino
casinocraft:module_mino_blue, Blue Mino (Memory)
casinocraft:module_mino_brown, Brown Mino
casinocraft:module_mino_green, Green Mino (Mystic Square)
casinocraft:module_mino_red, Red Mino (Roulette)
casinocraft:module_mino_black, Black Mino
casinocraft:module_card_white, White Card Pack (Single Poker)
casinocraft:module_card_orange, Orange Card Pack (Baccarat)
casinocraft:module_card_magenta, Magenta Card Pack (Pyramid)
casinocraft:module_card_lightblue, Light Blue Card Pack (Klondike)
casinocraft:module_card_yellow, Yellow Card Pack (Acey Deucey)
casinocraft:module_card_lime, Lime Card Pack
casinocraft:module_card_pink, Pink Card Pack
casinocraft:module_card_gray, Gray Card Pack (Hold'em Poker)
casinocraft:module_card_silver, Light Gray Card Pack (Draw Poker)
casinocraft:module_card_cyan, Cyan Card Pack (Spider)
casinocraft:module_card_purple, Purple Card Pack (TriPeak)
casinocraft:module_card_blue, Blue Card Pack (FreeCell)
casinocraft:module_card_brown, Brown Card Pack
casinocraft:module_card_green, Green Card Pack
casinocraft:module_card_red, Red Card Pack (Rouge Et Noir)
casinocraft:module_card_black, Black Card Pack (Black Jack)
casinocraft:module_chip_white, White Arcade Chip
casinocraft:module_chip_orange, Orange Arcade Chip (Snake)
casinocraft:module_chip_magenta, Magenta Arcade Chip
casinocraft:module_chip_lightblue, Light Blue Arcade Chip (MeanMinos)
casinocraft:module_chip_yellow, Yellow Arcade Chip
casinocraft:module_chip_lime, Lime Arcade Chip
casinocraft:module_chip_pink,  Pink Arcade Chip (Sokoban)
casinocraft:module_chip_gray, Gray Arcade Chip
casinocraft:module_chip_silver, Light Gray Arcade Chip (2048)
casinocraft:module_chip_cyan, Cyan Arcade Chip (Columns)
casinocraft:module_chip_purple, Purple Arcade Chip
casinocraft:module_chip_blue, Blue Arcade Chip (Tetris)
casinocraft:module_chip_brown, Brown Arcade Chip
casinocraft:module_chip_green, Green Arcade Chip
casinocraft:module_chip_red, Red Arcade Chip
casinocraft:module_chip_black, Black Arcade Chip
cyberware:blueprint_archive, Blueprint Archive
cyberware:component_box, Component Box
cyberware:surgery, Robosurgeon
cyberware:surgery_chamber, Surgery Chamber
cyberware:charger, Cyberware Charger
cyberware:engineering_table, Cyberware Engineering Table
cyberware:scanner, Cyberware Scanner
cyberware:beacon, Radio Kit
cyberware:beacon_large, Radio Beacon
cyberware:radio_post, Radio Tower Component
cyberware:neuropozyne, Neuropozyne
cyberware:blueprint:1, Blank Blueprint
cyberware:component:0, Actuator
cyberware:component:1, Bioreactor
cyberware:component:2, Titanium Mesh
cyberware:component:3, Solid-State Circuitry
cyberware:component:4, Chrome Plating
cyberware:component:5, Fiber Optics
cyberware:component:6, Fullerene Microstructures
cyberware:component:7, Synthetic Nerves
cyberware:component:8, Storage Cell
cyberware:component:9, Microelectric Cells
cyberware:shades, Mirrorshades
cyberware:shades2, Round Mirrorshades
cyberware:jacket, Biker Jacket
cyberware:trenchcoat, Trenchcoat
cyberware:katana, Katana
cyberware:body_part:0, Human Eyes
cyberware:body_part:1, Human Brain
cyberware:body_part:2, Human Heart
cyberware:body_part:3, Human Lungs
cyberware:body_part:4, Human Stomach
cyberware:body_part:5, Human Skin
cyberware:body_part:6, Human Muscles
cyberware:body_part:7, Human Bones
cyberware:body_part:8, Human Left Arm
cyberware:body_part:9, Human Right Arm
cyberware:body_part:10, Human Left Leg
cyberware:body_part:11, Human Right Leg
cyberware:cybereyes, Cybereyes
cyberware:cybereye_upgrades:0, Enhanced Low-Light Vision
cyberware:cybereye_upgrades:1, Liquid Refraction Calibrator
cyberware:cybereye_upgrades:2, Hudjack
cyberware:cybereye_upgrades:3, Targeting Overlay
cyberware:cybereye_upgrades:4, Distance Enhancer
cyberware:eye_upgrades:0, Hudlens
cyberware:brain_upgrades:0, Cortical Stack
cyberware:brain_upgrades:1, Ender Jammer
cyberware:brain_upgrades:2, Consciousness Transmitter
cyberware:brain_upgrades:3, Neural Contextualizer
cyberware:brain_upgrades:4, Threat Matrix Calculator
cyberware:brain_upgrades:5, Cranial Broadcaster
cyberware:exp_capsule, Experience Capsule
cyberware:cyberheart, Cardiomechanic Pump
cyberware:dense_battery, Ultradense Capacitor
cyberware:creative_battery, Creative Capacitor
cyberware:heart_upgrades:0, Internal Defibrillator
cyberware:heart_upgrades:1, Platelet Dispatcher
cyberware:heart_upgrades:2, Stem Cell Synthesizer
cyberware:heart_upgrades:3, Cardiovascular Coupler
cyberware:lungs_upgrades:0, Compressed Oxygen Implant
cyberware:lungs_upgrades:1, Hyperoxygenation Boost
cyberware:lower_organs_upgrades:0, Liver Filter
cyberware:lower_organs_upgrades:1, Metabolic Generator
cyberware:lower_organs_upgrades:2, Internal Battery
cyberware:lower_organs_upgrades:3, Adrenaline Pump
cyberware:skin_upgrades:0, Solarskin
cyberware:skin_upgrades:1, Subdermal Spikes
cyberware:skin_upgrades:2, Synthetic Skin
cyberware:skin_upgrades:3, Targeted Immunosuppressant
cyberware:muscle_upgrades:0, Wired Reflexes
cyberware:muscle_upgrades:1, Myomer Muscle Replacement
cyberware:bone_upgrades:0, Bonelacing
cyberware:bone_upgrades:1, Citrate Enhancement
cyberware:bone_upgrades:2, Marrow Battery
cyberware:arm_upgrades:0, Quickdraw Flywheels
cyberware:hand_upgrades:0, Fine Manipulators
cyberware:hand_upgrades:1, Retractable Claws
cyberware:hand_upgrades:2, Reinforced Fist
cyberware:leg_upgrades:0, Linear Actuators
cyberware:leg_upgrades:1, Fall Bracers
cyberware:foot_upgrades:0, Implanted Spurs
cyberware:foot_upgrades:1, Aquatic Propulsion System
cyberware:foot_upgrades:2, Deployable Wheels
cyberware:cyberlimbs:0, Left Cyberarm
cyberware:cyberlimbs:1, Right Cyberarm
cyberware:cyberlimbs:2, Left Cyberleg
cyberware:cyberlimbs:3, Right Cyberleg
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:ore_fluid:0, Oil Sand
thermalfoundation:ore_fluid:1, Oil Shale
thermalfoundation:ore_fluid:2, Destabilized Redstone Ore
thermalfoundation:ore_fluid:3, Energized Netherrack
thermalfoundation:ore_fluid:4, Resonant End Stone
thermalfoundation:ore_fluid:5, Oil Sand
thermalfoundation:storage:0, Block of Copper
thermalfoundation:storage:1, Block of Tin
thermalfoundation:storage:2, Block of Silver
thermalfoundation:storage:3, Block of Lead
thermalfoundation:storage:4, Block of Aluminum
thermalfoundation:storage:5, Block of Nickel
thermalfoundation:storage:6, Block of Platinum
thermalfoundation:storage:7, Block of Iridium
thermalfoundation:storage:8, Block of Mana Infused Metal
thermalfoundation:storage_alloy:0, Block of Steel
thermalfoundation:storage_alloy:1, Block of Electrum
thermalfoundation:storage_alloy:2, Block of Invar
thermalfoundation:storage_alloy:3, Block of Bronze
thermalfoundation:storage_alloy:4, Block of Constantan
thermalfoundation:storage_alloy:5, Block of Signalum
thermalfoundation:storage_alloy:6, Block of Lumium
thermalfoundation:storage_alloy:7, Block of Enderium
thermalfoundation:storage_resource:0, Block of Charcoal
thermalfoundation:storage_resource:1, Block of Coal Coke
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
thermalfoundation:glass_alloy:6, Hardened Lumium Glass
thermalfoundation:glass_alloy:7, Hardened Enderium Glass
thermalfoundation:rockwool:0, Black Rockwool
thermalfoundation:rockwool:1, Red Rockwool
thermalfoundation:rockwool:2, Green Rockwool
thermalfoundation:rockwool:3, Brown Rockwool
thermalfoundation:rockwool:4, Blue Rockwool
thermalfoundation:rockwool:5, Purple Rockwool
thermalfoundation:rockwool:6, Cyan Rockwool
thermalfoundation:rockwool:7, Light Gray Rockwool
thermalfoundation:rockwool:8, Gray Rockwool
thermalfoundation:rockwool:9, Pink Rockwool
thermalfoundation:rockwool:10, Lime Rockwool
thermalfoundation:rockwool:11, Yellow Rockwool
thermalfoundation:rockwool:12, Light Blue Rockwool
thermalfoundation:rockwool:13, Magenta Rockwool
thermalfoundation:rockwool:14, Orange Rockwool
thermalfoundation:rockwool:15, White Rockwool
thermalfoundation:wrench:0, Crescent Hammer
thermalfoundation:meter:0, Multimeter
thermalfoundation:upgrade:0, Hardened Upgrade Kit
thermalfoundation:upgrade:1, Reinforced Upgrade Kit
